text,sentiment,label
@user Honda Classic tomorrow\u002c calling it now\u002c Tiger and rory coming down to the wire,Neutral,1
@user I saw the Oreo ones & it gave me the idea for these! Just in time for a peanut butter addict colleagues birthday tomorrow xx,Positive,2
Murray v Anderson 5 a piece in the 3rd set Kevin Anderson has won the 1st 2 sets,Neutral,1
@user @user he tweeted that after the attack in Paris in January- the Charlie Hebdo thing,Negative,0
5H and the multiple delays of their 1st album drove me to kpop..... I hope they're happy,Neutral,1
Is this CiF piece meant to be funny?  I mean\u002c other than in the unintentional sense of being ironically humourless,Negative,0
Pretty stupid when you lie to the media: they may never believe you again. Sam Smith could have found a different answer!,Negative,0
still so sad I'm not going to Ed Sheeran the 25th :////,Negative,0
This time last night was cuddled up with Liam\u002c awh I miss him already:( can\u2019t wait for Saturday:)),Positive,2
Come watch us play tomorrow at the Hoosier Dome !,Neutral,1
"""#TDIM """"George Fest: A Night to Celebrate the Music of George Harrison"""" Coming to CD on February 26 cc @user",Positive,2
Is anyone gonna go see the Nekromantix on the 3rd!!??,Neutral,1
David Wright misses 115 games and the 3rd pitch he sees is one of the furthest homeruns he's ever hit... #LetsGoMets,Neutral,1
"@user Nicole R, jov, two Capistranos, Kait, Me, Danee, Tuesday, and more... not sure of the others""",Neutral,1
"""Some men may follow me But you choose """"death and company"""" Why you so speechless?  #MTVStars Lady Gaga""",Neutral,1
@user you think she's ugly only because Zayn may be dating her.Most y'all judge them bc you want to be the one dating Zayn or whatever,Neutral,1
@user Yakub has to be hanged and he will definitely be hanged at 7 am tomorrow morning. Birthday = death day.,Negative,0
SBS : Emails will start going out tomorrow. Thank you\u002c everyone\u002c for your patience!,Positive,2
Just walking to the victor! Happy 21st birthday Lauren!,Positive,2
Hating Breitbart out tomorrow in Wisconsin - Oshkosh\u002c Appleton\u002c Ashwaubenon\u002c and Brookfield. Check it out\u002c guys! #conservative,Negative,0
""",.EXCLUSIVE.United targeting Anderson and Kane on deadline day but Sources reveal united may not risk flashing out big deals on deadline""",Neutral,1
"After witnessing it, I now realize I've seen Amazon Prime day every Saturday for years....we call them ""garage sales""",Negative,0
"@user @user No problem! We had a blast. See you tomorrow at the big competition! Starts at Noon, competing for an Apple Watch!",Positive,2
Yankee Game Thursday....Jets/Colts Sunday .....can\u2019t wait for the Knicks/Heat game,Positive,2
Foes to city\u002c HISD\u002c HCC bond measures emerge. The antis make 1st appearance just 3 wks b4 election day.,Neutral,1
Merseyside Derby proper goal fest so far! Hope for more in the 2nd half! #SuperSunday,Positive,2
"""Greg Abbott/AG Ken Paxton cost taxpayers $741,000 in legal fees in gay marriage case. Can you say frivolous lawsuit?",Negative,0
Which means if Andrade wins she could get Rousey next.,Neutral,1
Yum! This Sunday is National Ice Cream Day! Our team started celebrating a few days early with tasty treats from...,Positive,2
Seeing a Fleetwood Mac tribute band tonight and a Selena tribute band tomorrow night. I am excited.,Positive,2
Forbes highest paid women's athlete was Sharapova (11th yr straight) with 29.2 mil. Not hard to imagine Rousey topping that list one day.,Positive,2
Ben Roethlisberger says he isn't surprised Tom Brady won case #steelersvspatriots THURSDAY,Neutral,1
"""RT @user After losing 2 last week, today the GOP is trying to win 2 Senate seats in Wisconsin by recalling 2 Democrats. It l ...""",Neutral,1
"""\""""White Collar launches the second half of Season 4 on Tuesday\u002c Jan. 22\""""""",Neutral,1
Listening to Foo Fighters all day to prepare for tomorrow yeeessss,Positive,2
God it even looks like the setting of Twilight in the background.,Positive,2
Salaam to all friends and enjoy the 3rd day of Eid with your family pray for the all people special pray for me kindly,Positive,2
"@user Y does Carly Fiorina want to be president?  To be president, or to be the 1st woman president?  Her ego as big as the Donald's?""",Neutral,1
Results for Heat 1 Men's 100M: Nesta Carter finishes 2nd with a time of 10.15 Aviva London Grand Prix #SDL,Neutral,1
Derrick Williams and the Stiemer enter the agme for Pek and Klove late in 1st quarter with Wolves leading 18-15,Neutral,1
it was Dean Ambrose vs Luke Harper in April &amp; I have to sit through Ryback vs Big show yawn,Neutral,1
Who so ever hate you doesn't matter.I know that you will be the 16th time champ. And hope you will break Ric Flair's record.NeverGiveUp,Positive,2
"""Chad executed 10 alleged members of Nigeria-based Islamist group, Boko Haram, by firing squad Saturday, a day...",Negative,0
Coverage of high quality stakes races from The Curragh posted to my blog soon. Good value bets on offer across the UK & Ireland for Sunday.,Neutral,1
"""Fire damages Buddhist temple at SKorea's Mt Naejang: Seoul, Oct 31 (Kyodo) A fire destroyed the main building of...",Negative,0
@user @user January 7th was the date of the last terrorist attack in Paris on the Charlie Hebdo magazine.,Neutral,1
Played Dishonored (360)\u002c Darksiders 2 (360) and Mass Effect 3 (360) in the last 24 hours.,Neutral,1
if anyone is going to dunkin tomorrow morning and is just feelin real generous my order is a medium chips ahoy iced coffee w cream&amp;sugar:-),Positive,2
Kanye shoulda toughed it out with Nike just a lil bit longer,Neutral,1
May be not Sachin\u002c but Virat Kohli definitely reminds one of Ricky Ponting. The authority with which he makes his strokes quite similar...,Neutral,1
Can someone take me to Blossom on the 18th to see Ed Sheeran,Neutral,1
@user I worked at Chesters\u002c & the George was our 2nd home\u002c we loved it. Ill certainly be back! :-),Positive,2
@user @user I've been a fan for 4 years now. KPOP is kinda different from what you may be used to. T-ARA is my FAVE group!,Positive,2
Why Joe Biden may well be a great candidate for SMBs--if he'll run of course: @user,Positive,2
@user My girlfriend is a prime case. Has gotten big into U2 lately but didnt know the words to Gloria/Party Girl/Electric Co/ October,Neutral,1
"@user @user tomorrow morning u will get reply, yakub will be hanged. India is not going to be govern by presstitutes,""",Negative,0
"After attempting a reinstall, it still bricks, says, ""Windows cannot finish installing,"" or somesuch. @user may have cost me $600.",Negative,0
golf on Sunday with @user @user and @user is going to be more one sided than klitschko vs @user,Neutral,1
"""\""""I once told Harry I was leaving the band on February 30th. He cried for hours until he realised there is no February 30th\"""" - Zayn Malik\u002c""",Positive,2
Okay I don't watch How To Rock but I may just to look at Max Shneider's face oh my god. And his voice is amazing. Like. KSHGKJHzjhsdkhfg.,Positive,2
Check out this article: 5 things you may not know about David Bowie,Neutral,1
Frank Gore & Vernon Davis\u002c make wins tomorrow please. #fantasyfootball,Positive,2
I wonder will sting get back an Seth Rollins mind like the in Monday night raw #sting,Neutral,1
Happy Valentine\u2019s Day\u002c Artemis You remembered. Come on! What kind of jerk would I be if I forgot Valentine\u2019s Day?For the 5th year in a row?,Positive,2
Ben Sollee LIVE @ WFPK: How To See the Sun Rise (re-mastered in HD),Neutral,1
"""Well, we got to milan in one piece. First item on the shopping list tomorrow, Italian phrase book! Although it...",Neutral,1
Many thanks to Zac Brown for your support of the troops and the Vets---on Monday Night Football,Positive,2
@user @user Mint Warehouse for Circoloco mate get involved! will come leeds tomorrow day Westonator! x,Positive,2
You'll never truly know how many Lil Kim lyrics you know until you hit a up a gay bar on a Saturday night.,Positive,2
All seniors will be recognized at FCA tomorrow and the first 25 will get free chickfila coupons for free biscuits! See y\u2019all there :),Positive,2
"""Be back from the gym in the 10th minute I said, you won't miss much of the Atleti game I said...""",Neutral,1
"""Take the Romans. In the 2nd-3rd centuries BC, the Romans were at war with Hannibal and his army of mercenaries....",Neutral,1
Last night I met @user and today @user arrest has ruined my thursday plans with a boy.  Happy Star Wars day?,Neutral,1
watched 2 minutes of TFI Friday last night. an utter embarrassment. was cringing so hard. chris evans - gie it up,Negative,0
"""In 14 minutes of Kerry Collins, the #Colts are down 17. Let's give Curtis Painter a shot in the 2nd quarter. Why not?""",Neutral,1
Girl Scouts selling cookies outside of the liquor store on a Friday night? #smartkids,Positive,2
Alright going to bed\u002c gotta long weekend. Work Friday and Saturday then @user and @user Sunday night in Greensboro,Neutral,1
getting a call from saudi arabia on a tuesday morning is a slightly alarming way to start the morning,Negative,0
Can you believe that The Salvation Army in Goshen is already working on Pancake Day (November 16) and Christmas...,Neutral,1
Great news indeed for #Reem the teen who talked to Angela Merkel #German can do it very well too!,Positive,2
Tomorrow will mark 42 years since the Wichita State football team plane crash happened.(October 2\u002c 1970-Silver Plume\u002cCO) 31 lost their lives,Negative,0
Buy 1 get 1 free tiket the greatest hits tour BLUE\u002c A1\u002c & Jeff Timmons 98 degrees  only for tommorow 19 feb Puri Mall  & Pondok Indah Mall 1,Positive,2
"""Also may take years to figure out if the song reaching #1 or John Cena co-opting """"I Can't Feel My Face"""" as his signature tagline is stranger""",Neutral,1
@user @user @user OMGosh! HIllary still using her deceased Mom as a PROP to save herself from her own lies. ~May she RIP.,Negative,0
People may hate on Jersey Shore but honestly I love it.,Ambivalent,3
Ready to see the Lakers tomorrow,Neutral,1
"Hey everyone. Tomorrow is the ""Hey Siri"" event. They're just releasing the new iPhone details and the official iOS9 release date.",Positive,2
@user Chris Brown ran a season best in the 400 meters for 2nd place in 44.95 at 2012 AVIVA LONDON GRAND PRIX,Positive,2
@user Why govt loosing sleep over Anna Hazare's fast. May be they don't want another Gandhi like figure.,Negative,0
"Interesting, the Apple event stream now allows you to watch from the Microsoft Edge browser on Windows 10",Positive,2
While former IRA terrorists swan around with their 'letters of immunity' handed to them by Tony Blair. Absurd.,Negative,0
Well yall are gonna forget about this tomorrow anyway just like KONY,Negative,0
Lana Del Rey is playing Vicar St next year. Tickets onsale the 5th of Nov. 44 euros. Wondering if it would be worth it?,Neutral,1
MEET THE BAND: Bastille is playing at the US Bank Arena this Friday! Check back TOMORROW MORNING a chance to...,Neutral,1
"Going to Digi tomorrow, last time I was there it was a 2 man session (me and David) and we ended up in Powerhouse, which was certainly fun",Positive,2
5 recently added entries in the Encyclopedia of Life: The Encyclopaedia Britannica may have ceased printing earl...,Neutral,1
@user one last push Sunday\u002c and most of them will have a weeks not playing cos of the cup game midweek before NUFC. I never make .....,Negative,0
Here comes the sun - A jornada musical e espiritual de George Harrison,Neutral,1
Went to victory lane at 10 took 1st got home at like just 3:45 fell asleep woke up at 6 fell asleep an jus woke up at 10:34,Neutral,1
"""\""""""""Merging Science into Common Core\"""""""" Workshop will be held next Sat. at the Museum of Science\u002c Boston: #edchat""",Neutral,1
Disappointing end to the match for Isner. Would've liked to see a 3rd set tiebreak but Federer is a robot. He's ridiculous.,Negative,0
@user no I'm in hilton head till the 8th lol go to Jason aldean sept. 19th! Alot of us are going!,Neutral,1
@user Niall\u002c if I may ask when you\u002c louis\u002c Zayn\u002c liam\u002c harry will concert in Indonesia.  I beg you (cont),Neutral,1
@user This is like my 3rd msg about this but im dumb. Do you know kane's # anymore? i lost it. Also hope everythings good and stuff,Ambivalent,3
@user I'm about that Xbox life fam. But I'm thinking about finding a deal for a PS4 on Black Friday. You?,Neutral,1
"""#Cubs Beat #Rockies 9-8 on Kris Bryant's Walk-off 2-Run HR in 9th; Starlin Castro 2-4 with 2 RBIs, Carlos Gonzalez 2 HRs #COLvsCHC""",Neutral,1
West Indies players to fly back on their own expense after the 4th ODI in Dharamsala (TimesNow),Neutral,1
"@user Your NAT may be strict or moderate. Open your NAT with this guide, please: Let us know. ^LB""",Neutral,1
"Messi, I'll see you tomorrow don't worry",Positive,2
Saturday night in with a curry and Celebrity Big Brother. Bank Holiday bliss. #passthenaanbread,Positive,2
#UMES followers don\u2019t forget\u002c #umesvolleyball takes on Morgan State today at 3! Be there or be really bored cuz it\u2019s a Sunday. Your choice,Negative,0
Candis Cayne puts speculation to rest: She is just friends with Caitlyn Jenner  19 August 2015  By: Greg...,Neutral,1
Thank you @user  for having black Friday by Kendrick Lamar,Positive,2
uploading random pics! Lol this is me last Sunday at a show at the Adrienne Arsht Center!,Neutral,1
Have paid my respects today at the Remembrance Service for those who gave their tomorrow for our today. Lest we forget.,Positive,2
@user Real Madrid and Man U have different rules im sure he will be a madrid player tomorrow,Neutral,1
Giving solo DMs away with The Vamps if this gets 100 RTs!,Positive,2
FFS fell asleep with an open position on Murray during the 4th set.,Neutral,1
Anybody know the timings for Foo Fighters tomorrow? When do the supports come on?,Neutral,1
"""Simultaneously exhilarated and humbled prepping to teach Christians, Muslims and Jews in the Middle Ages for the 1st time; 1/2""",Positive,2
Playing with Fluke tomorrow night in The Sailors Return. #Weymouth. #live gig.,Neutral,1
Happy All Saints Day.  One of our freshman led us in beautiful Litany of the Saints today.  Tomorrow\u002c we...,Positive,2
Anybody want to swap 2x Saturday Tickets for Foo Fighters for 2 xSunday Tickets?,Neutral,1
Tomorrow I must watch the new PLL Halloween episode and watch the video for Mcfly's new song.,Positive,2
RT @user Tomorrow is gonna be like the Super Bowl for the Ravens vs. Steelers game,Positive,2
"""So I guess I'm going to hot yoga tomorrow morning, this should be interesting""",Positive,2
Gonna be at Disneyland tomorrow. Hella excited. It's been too long. Come hang out with me and Getter and a bunch of other DJs!,Positive,2
@user ur company will give me my 500 pounds plus the cost of the laptop on Monday for what u did to my laptop!,Negative,0
Atletico Madrid keeping tabs on Petr Cech and are weighing up a January bid for the Chelsea goalkeeper,Neutral,1
"""Back In July: Scott Walker Emerges from Anti-Palin Lessons""""   -But he has a long habit of not learning. #CanadaWall",Negative,0
"""Insult the government: Pay a fine. Insult millions of Indigenous Aussies, LGBT, Muslims. That's a Tuesday for the government #18c #auspol""",Negative,0
I am not interested in Hayden solving who shot her. But I just sat and watch Curtis like everything he said was the written word. Lawd! #GH,Negative,0
Who's down for Disneyland with @user and I for my birthday on Thursday?!,Positive,2
Postseason prep is underway. Big East quarterfinal vs. either UC or Marquette is Saturday at Card Park. Are you ready?,Neutral,1
Is it coincidence that the Jets wear green?  Celebrate Halfway to St Patrick's Day this Sunday with NFL Football!...,Neutral,1
"""Tony Blair to speak to Jerusalem FPA tomorrow (Friday). Now that he is no longer Quartet rep, will he speak his mind on the Conflict?""",Negative,0
Stephanie Grace: Why I want to see Bobby Jindal and John Kasich debate  via @user,Neutral,1
Kerry hopeful Israeli-Palestinian talks can be relaunched: US Secretary of State John Kerry said Wednesday he ...,Positive,2
As a teenager in the 80's I loved Monday Night Football and listening to Frank Gifford. Even Cosell and Dandy Don were tolerable,Positive,2
The Sharknado is ready for the playoffs. Are you? We're hosting Game 2 on Thursday - $1 beers and $2 Moe's tacos! #FinsUp,Neutral,1
"""#Gawker Nigerian Army Frees 101 Children, 77 Adults From Boko Haram: On Sunday, the Nigerian army announced it...",Positive,2
"Jurassic Park is BACK! New Trailer for the 4th Movie, Jurassic World -",Positive,2
@user he's a fraud who will be gone by May. Bet you weren't saying this when he was at barca,Neutral,1
Get to know Amy Lee! Want to know more about Evanescence\u2019s leading lady Amy Lee? Amy sat down to answer some of...,Neutral,1
For those interested\u002c Mark Martin will make his 850th career NSCS start this weekend (ranked 5th on all-time list). #NASCAR,Neutral,1
Ladies it\u2019s time for y\u2019all to bring out them tight freak um dresses at Club Pulse tomorrow 1118 N 4th Street free til 11,Neutral,1
Good afternoon! Let's make friends with coffee after this tiring Friday!,Positive,2
"""So far, everyone who's seen Kunle Afolayan's """"""""October 1"""""""" has said the same thing: GO SEE IT!""",Positive,2
The Most Awkward Holiday Musical Moments in Television History: From Lady Gaga singing with the Muppets to Mar...,Neutral,1
Rehearsal wedding for my cuz @user going on at pro bowl... Big day is TOMORROW!,Positive,2
"@user went to Gateshead branch last night to watch Paper Towns at 8:40pm, sat on a seat which was soaked with a liquid which""",Negative,0
Can anyone help me with Physics? Universal Gravitation. I have this worksheet due tomorrow and I honestly can NOT figure it out,Negative,0
"""celebrating my new pulsar 220, iphone 6 &amp; 3rd day of Eid at Gate Way of India &amp; Taj Mahal Hotel - Mumbai",Neutral,1
"""Not so fast! Taylor Swift may check all of Calvin Harris's boxes, but the """"Bad Blood"""" singer ... #HollywoodDivas""",Ambivalent,3
So we got 2/3rd of The Shield teaming with Randy Orton to take on 2/3rd of The Wyatt Family with Sheamus in a Six-Man Tag Match. #WWE #RAW,Neutral,1
"""wow tomorrow is my birthday..i really can't wait and the best present would be a""""happy birthday""""wish from justin bieber""",Positive,2
I is going to bed. Don\u2019t feel good :(  But I\u2019m still dressing up as Amy Lee tomorrow for work(:,Negative,0
@user good night john cena talk to you tomorrow,Positive,2
@user if Kim Davis converts to Islam she's free by sundown &amp; @ work Tuesday.  Gay Mafia won't have guts to persecute her anymore,Negative,0
"""We may believe whatever we want about gay marriage. But God calls us to love, not to condemn.""",Positive,2
"""...only to be beaten by a then babyface Seth Rollins. Rollins would only then drop the belt sometime before June to Sheamus, I guess...""",Neutral,1
Sooo I wanna go see Paper Towns tomorrow with someone who actually read the book...,Positive,2
@user yes\u002c it\u2019s doable. I was at BKK from march 1-4 at night then flew to europe on march 5 in the morning.,Positive,2
SUFFERING FOR THE GREATER GOD   Your kids may wonder why some Christians suffer. They may be confused by the...,Neutral,1
I just saw the 1st Swansea goal against Arsenal. Vermalen didn't even try and get back. Strip him of the armband. Disgrace.,Negative,0
The GOP loves Israel and Israelis and Israelis would be happy about 1st Jewish American president. #Bernie2016,Neutral,1
@user because come November 7\u002c whoever is destined to be the next President will have my full respect. Whether it be Obama or Romney,Positive,2
Russia removes Iran's enriched uranium as per nuke deal: The Russia-Iran accord under the July deal foresees t...,Negative,0
@user my mother baby sat Ric Flair. #woo my brush with fame.,Positive,2
"The Apple launch event will be going live by sharp 8:00 PM in Saudi Arabia, on this day, that's Wednesday.",Neutral,1
"I want this. And yes, I'm playing on Amazon instead of reading for class tomorrow. Because my head is spinning.",Positive,2
Cate Blanchett proved that you don't have to wear a gown to look elegant on the red carpet,Positive,2
"""Hear the new Iron Maiden record """"Book Of Souls""""  Thurs Sep 3rd 7:30 pm &amp; be entered to win the entire Maiden catalog!",Neutral,1
what if the boys tweet Zayn on january 12th. Or worse...what if they DONT tweet him on january 12th. either way im dead. I lose once again,Negative,0
"""Meant to be going to see Paper Towns on Saturday, but I'm really not a fan of Cara Delevingne""",Neutral,1
MGM Grand sets @user tackles tomorrow at over/under 1.5. I'm taking the over. Special teams monster #hitstick,Neutral,1
I just don't know if The Celtics have a chance this season.... also concerned that Garnett may need a hug.,Negative,0
@user will you be joking the naugles to be for dinner on Saturday night at Olive Garden for Kayla jos b-day...,Neutral,1
I'm enjoying American Horror Story as a creepy drama now. I miss the 1st season when it was actually a horror show.,Positive,2
"Sarah Palin wants Americans to ""speak American"". Unlike her to make a gaffe...",Neutral,1
"At least once a week I'll be in my bed watching Netflix and think to myself ""i should go to the tailor tomorrow"" but it never happens",Neutral,1
Anyone want to see Sam smith with me on October 6th?,Neutral,1
Photo: Oct 28\u002c 2012 EunHae @ ICN to Nanjing Looks like the fish was feeling possessive >_>,Neutral,1
Miles Presser Tidbits: Les Miles met with the media Wednesday evening to give the latest pr...,Neutral,1
On October 6th illustrated Harry Potter comes out and McDonald's starts serving breakfast all day.,Positive,2
"""#OTD 23 July: (only) in the USA, National Hot Dog Day.""",Positive,2
Nigerian Troops have discovered Boko Haram terrorists supply routes: Nigerian troops on Wednesday said it has ...,Neutral,1
"""Controversial as it may be, Undertaker got his victory over Brock Lesnar. Interested to see what comes of this. #BrockvsTaker #SummerSlam""",Neutral,1
"@user U2, at this point, may be the worst U2 tribute band.""",Negative,0
Apparently the Charlie Hebdo attacks and the Friday the 13th Massacre happened in the same neighborhood in Paris. Bad neighborhood?,Negative,0
You can read the brand new online edition of India Legal right here:  Also Rahul Gandhi view,Neutral,1
"Well, I'll be watching on a 4th gen of iphone. even it wont get ios 9 update.  #AppleEvent",Positive,2
Apparently Justin Beiber is in the area. I know this because I have students (plural) missing school tomorrow to see him.,Negative,0
Rest in peace Frank gifford ! my thoughts and prayers go out to @user  and her family! may god be with them thero this hard time!,Positive,2
@user my part to the al green joint will be done friday...I\u2019ll shoot you an email with the attachment,Neutral,1
"@user presented summation of costs that may be associated w/ building ""wall"" on the southern border. WAY less than Jeb Bush stated",Neutral,1
I'm going to see Paper Towns tomorrow with Kelvin and his friend who roped him into going And he roped me into it Fun,Positive,2
Them Seniors gone beat the Juniors tomorrow.,Neutral,1
"""Little game to cure your Thursday boredom thanks to Iron Maiden If the boss catches you playing, we didn't show...",Positive,2
@user no more than when Curtis or Murphy had to dive in the 1st 2 games.,Neutral,1
The Pride Festival starts soon in #CapeBreton! Join the labour movement Saturday at the Pride Parade! #CBpoli #canlab,Positive,2
Greentech Media When Donald Trump inevitably becomes president and turns the White House into a Mar-a-Lago...,Negative,0
Postal plants to shrink\u002c 28\u002c000 jobs at stake: The U.S. Postal Service announced on Thursday it\u2019s moving forward...,Neutral,1
Renewed fighting rocks Syria - An early morning explosion rocked the flashpoint city of Deir Ezzor on Saturday in an...,Negative,0
@user you wanna go see inbetweeners next wednesday?,Neutral,1
Rick Nash!! 5th goal for the new baby McLaren!! 1-0 #NYR,Positive,2
@user ah! The old Rohypnol in a glass of milk ruse. Your gunna be sore when you wake up tomorrow.,Negative,0
"""Iron Maiden with Quiet Riot as special guest at Madison Square Garden NYC - October 8th, 1983  Iron Maiden new...",Neutral,1
Snaps to Nicki! I may not like her but get it,Neutral,1
"""On this day in July 26, 2010~ #RAW: Randy Orton vs. Jey Uso",Neutral,1
Can\u2019t believe I may have seen the play of the year in the preseason! Jeremy Evans just put Turiaf in his place! #SlamDunkChampion #ScTopTen,Positive,2
"Hahahahaha!!! I don't think he has to worry about turning into Batman, as much as he may have to worry about...",Neutral,1
I want to go to Chateau Marmont tomorrow night!,Neutral,1
@user I wouldn't mind meeting up one day - picking the Bentley up today but we're always in Chelsea on a Sat.,Positive,2
"""After Kevin Anderson to Murray in the 4th set, it's Roger Federer who dishes out a tiebreak bagel to Isner. 1st set RF, 7-6(0).""",Neutral,1
"@user ordered my Moto G last Friday, said it was all assemebled that day, still hasnt shipped. Bummed I don't have my new phone yet...""",Negative,0
"""Really hoping tonite Lloyd Robertson will ask us to goto the window and yell \""""I'm mad as hell and I'm not going to take it anymore!\"""" #Lloyd""",Negative,0
A win for #LFC v Bolton will see them beat their away points tally for the whole of last season. And we have to win tomorrow's game.,Positive,2
You may be cool but you'll never be David Beckham at the Wimbledon cool. #Wimbledon2015 #DavidBeckham,Neutral,1
@user TuLo and EE back in lineup tomorrow w David Price on the bump,Neutral,1
Have you been inspired by Ironman Wales? Why not give triathlon a go by taking part in the Fishguard Go Tri on Sunday.,Positive,2
Amy Schumer is on Sky Atlantic doing one of the worst stand up sets I have ever seen. And I've almost sat through 30 seconds of Millican.,Negative,0
Imagine if #KimDavis targeted conservatives instead of gay marriage.  She'd take the 5th and keep her pension.,Neutral,1
I love Robert Griffin the 3rd !! :),Positive,2
Junhyung is involved in a new song with Prepix. I think he produced the song. The song will be released on April 24th.,Neutral,1
Why the heck is Chris Colgan playing 3rd base over Kris Bryant??,Negative,0
And to the 2 girls in front of us that sat down and played Temple Run the whole time\u002c why did you even come? #confused,Negative,0
"""RT @user Tonight on Sports Special: Joe Trahan goes 1-on-1 with Tony Romo, footage from Cowboys scrimmage - and TCU trying to bui ...""",Neutral,1
"@user i think YouGov needs to be treated with caution after their rougue indyref poll&amp;Labour were 5,5,5&amp;7 ahead upto Thursday&amp;then an""",Negative,0
Coldwater Track at MAC Championship tonight.  Go Cavs!  Also a neat way to end Freshman BB season with a Fri Night DH at Celina on turf.,Neutral,1
Just for one day Live DAVID BOWIE Tribute LIVE IN DE MAATSCHAPPIJ DEZE DONDERDAG 10 Dec Vanaf 21.00 uur Met...,Neutral,1
Every time I wear this hoodie ... I think of the hoodie march .... And Trayvon Martin ... And the ppl I knew personally who died,Neutral,1
RT @user Check out the brand new video for @user 'Dinosaurs' released Aug 29th on MTA.,Neutral,1
"TV Guide added Apple Watch may be one of my worser ideas, but let's be honest, I'd do it again.",Ambivalent,3
I want to make a shirt with Niall's tweet and wear it every Monday,Positive,2
"""Dang it I still need to make a folder of all my favorite pics of Naruto, Yibo, and Bambam... I'll do it tomorrow while finishing Jail.""",Positive,2
Show up at our 2nd shop and dan is listening to Rammstein...today is going to rule #du #duhast #duhastmich,Positive,2
@user Happy Thursday! Enjoyed the show so much last night watched 4x. #Thankyoutimeshifting!! Have a great day my Greek!,Positive,2
Quevega looks plenty short enough at 11-10 for the World Series Hurdle at Punchestown on Thursday. Would much prefer Voler La Vedette @ 3-1.,Positive,2
"""Happy birthday, Prince George! Have lovely day. Back to boarding school tomorrow.""",Positive,2
Is history just something which Tony Blair invents as he sees fit? Amazing.,Negative,0
NFL: Will No. 1 Overall Pick Jadeveon Clowney Play for the Houston Texans on Monday Night Football?,Neutral,1
"""Keep repeating """"Islam is the religion of peace"""" and it may become true.  What, this isn't a fairy tale? #islamistheproblem""",Negative,0
@user Any news re the new David Bowie single out tomorrow?,Neutral,1
100% sure i'll have the lyrics to every song on calibraska memorized by tomorrow,Positive,2
"""Somehow I've ended up watching all the Twilight movies again. The first is entertaining, the 2nd super boring and the 3rd was just meh""",Neutral,1
Listening to Paul McCartney; got a major need to see him in concert again! Might pull out the concert DVDs tomorrow,Positive,2
WWE you guys probably had worst than Hulk Hogan. May I remind you but didn't a wrestler name Chris Benoit kill himself and his family?,Negative,0
Naruto may have been the first ever Hokage to never achieve the status of Chunin and Jounin now that I think about it.....,Neutral,1
"@user lol jk, Kane is too valuable. Teams would have to give up 1st liners for him. Dude was 2nd in scoring on the team.""",Positive,2
Royal birthday @ work. Happy 2nd Prince George from all of us across the pond. @ Constitution Park Pool,Positive,2
@user - What time does the Apple Watch go on sale this Friday?,Neutral,1
"""I just bought a  few replacement fall decor items from Michaels and according to Dunkin's FB page, I can put them up starting tomorrow.""",Neutral,1
New Haven and Bentley will also face off next Friday night as both teams looks for their first win of the season.  #NE10,Neutral,1
Keuchel strikes out the side in the 6th....only Josh Hamilton has failed to K against the lefty...Astros lead 5-0 #Astros #MLB,Neutral,1
@user do you know Roman Abramovich is the 3rd richest man in Britian? #InterestingFactOfTheDay #InterestingGilfriend,Positive,2
Happy Sunday.....  Bee Gees with Walking On Air,Positive,2
The Official After Party for NC State's Pep Rally is at Mirage Raleigh this Thursday!! Your host for the night...,Neutral,1
@user Dont come to milan tomorrow i'll literally punch you in the face im already too stressed like this thanks,Negative,0
Does anyone have tickets to the Foo Fighters concert tomorrow that they're willing to sell,Neutral,1
@user can't wait to see you in DC on Saturday! What kind of donut do you prefer so I know what to pick up at Dunkin? #iloveamerica,Positive,2
I\u2019ll be giving 2 presentations @ the Center for Photographic Art in Carmel\u002c CA on Sat. 11/3  #photography,Neutral,1
"@user I agree Ace, it was pretty bad and what I saw on PS4 was much better.  I don't have one so I may just go to something else!""",Negative,0
"David Cameron, The Sun and The Daily Mail make me physically sick.",Negative,0
"""Kind of want to go to yoga, kind of want to stay here and watch Freaky Friday""",Neutral,1
@user Rosie did start it when he gave a Miss USA a 2nd chance with drug rehab. Rosie stated throwing mud and he took her on.,Neutral,1
I missed it :(( QT @user i have got to remind myself to watch Stevie TV every Sunday. I was dying.,Negative,0
LaVonte David backstage at Raw with John Cena. #Huskers,Neutral,1
Apple filed its annual 10-K report with the SEC for FY2012 on Wednesday\u002c showing just how much the company has grown.,Positive,2
Kim Kardashian and Kanye West Welcome 2nd Child: A Boy: We think you'll be pleased to know that the new arriva...,Positive,2
"""ITMA 2015, held in Milan from 12 to 19 November at the Fiera Milano trade fair grounds, closed its doors with...",Neutral,1
"Los Angeles Times - Joe Biden may not be at big confab for Democrats, but he dominates the conversation",Neutral,1
"""Prince George (and the entire Cambridge family!) featured on new cover of @user dated August 24 &amp; on sale today.",Neutral,1
@user usually go to a mosque in Farmington Hills. But got an exam tomorrow..so not going.,Neutral,1
"Sunday morning, quiet day so time to welcome in #Windows10 @user @user",Positive,2
"""Agh, I'm going to Northglenn on Monday lol just sit in my classes""",Neutral,1
can it just be 5:30 tomorrow evening alREADY because Ant-Man will be over by then and the post credits will BEGIN,Positive,2
"Nicki is always feuding with somebody. Lil Kim, Mariah Carey, Iggy Azalea, Taylor Swift, now Miley Cyrus... I like her but c'mon",Negative,0
